证券代码,净利润增长率%,加权平均ROE本期,加权平均ROE上年同期,加权平均ROE增长率%,营业收入增长率%,基本
600650,-16.43,91.86,102.42,-73.99,34.77,3.89
600651,441.19,73.22,78.8,31.88,197.66,1.6099999999999999
600652,-2359.27,3.0,28.4,-2559.99,-158.09,-0.03
600653,-684.84,0.48,29.39,-753.3,162.49,3.4694469520000004e-17
600654,707.01,68.22,97.55,985.19,173.12,0.93
600655,113.26,116.97,120.45,-4.3,97.27,5.09
600656,-33.55,17.21,33.02,-47.88,32.57,0.06
600657,88.51,91.97,104.3,-47.92,212.44,4.22
600658,198.95,157.94,107.6,68.25,382.84,6.54
600660,479.56,222.08,212.44,249.08,130.6,8.65
600661,-1022.0,45.07,26.04,-1045.97,52.7,1.52
600662,-69.14,55.42,60.26,-75.46,26.8,1.44
600663,126.43,118.38,106.58,112.16,208.78,6.67
600664,39.25,77.34,87.85,51.32,0.17,3.2800000000000002
600665,82.04,93.24,93.46,8.88,111.67,2.5
600666,66.24,94.42,103.35,41.38,178.08,1.9300000000000002
600667,407.92,42.16,38.19,470.4,428.51,0.8300000000000001
600668,386.11,116.29,105.76,248.65,95.05,5.69
600671,-1982.91,-111.85,-122.96,-2701.93,5.61,-1.26
600673,529.54,63.88,57.18,406.8,134.45,1.57
600674,447.73,125.25,131.71,109.18,66.61,5.99
600675,-540.32,27.75,32.17,-845.48,201.64,1.19
600676,101.93,72.6,74.09,-14.68,109.78,2.58
600677,824.97,31.09,29.49,634.21,139.57,0.98
600678,-1330.71,-104.31,-264.82,-2183.31,240.86,-0.1
600679,5441.34,64.92,49.38,3343.62,198.06,1.53
600682,371.67,119.92,117.43,145.53,330.97,4.32
600683,588.9,75.95,68.02,431.08,439.22,2.0
600684,411.3,154.17,144.38,244.03,368.28,5.65
600685,-4.66,57.31,88.05,533.02,32.98,3.65
600686,89.68,80.27,81.58,-24.19,50.02,3.56
600687,4522.37,126.88,118.93,3375.73,1360.7,3.07
600688,602.4,95.83,39.14,492.02,62.52,2.06
600689,-54.8,21.24,24.13,-99.52,12.94,0.44
600690,220.4,225.86,213.99,106.73,135.69,10.54
600691,-2805.62,-18.97,-16.49,-2159.23,19.63,-0.47000000000000003
600692,-1300.55,28.54,23.9,-1473.42,177.06,0.49
600693,526.39,110.22,117.55,346.3,135.54,2.68
600694,1394.04,111.69,107.36,318.58,40.37,20.08
600695,-998.17,-25.21,-29.85,-1321.44,-177.61,0.12
600696,438.64,-154.02,-159.59,-94.41,588.13,-1.19
600697,116.58,151.99,156.92,-27.37,156.6,13.26
600698,-3684.1,-105.07,-90.55,-4263.21,-130.87,-0.27
600699,88.09,67.25,94.52,-145.73,275.13,3.07
600701,1568.93,18.77,9.27,148.49,206.21,0.44
600702,1428.88,57.98,47.49,1330.53,130.78,3.85
600703,647.48,146.74,151.25,-9.33,501.78,5.99
600704,170.88,113.2,110.48,63.44,75.35,5.89
600705,192.17,86.05,74.22,3017.58,199.0,2.75
600706,47.23,34.61,38.23,16.98,2.61,1.55
600707,-9077.01,-145.74,-144.96,-5463.33,-80.2,-6.26
600708,165.97,116.3,110.31,66.09,188.95,4.23
600710,-2076.46,-4.33,-8.65,-2459.25,17.43,0.1
600711,538.14,37.25,36.62,243.15,716.19,1.2
600712,97.6,64.89,77.21,-57.1,63.04,0.93
600713,-1410.6,30.54,27.84,-1314.94,90.19,0.78
600714,-267.46,44.27,-24.67,-232.04,-53.76,0.63
600715,-808.47,-186.22,-62.25,-2055.59,4630.95,0.16
600716,380.79,72.83,-3.48,-243.66,325.53,1.67
600717,2.11,71.69,78.5,-61.75,43.49,5.32
600718,341.29,106.66,109.13,184.75,71.36,5.0
600719,-113.73,5.02,6.14,-124.55,30.82,0.11
600720,423.98,108.35,115.02,188.35,137.78,5.54
600721,-11507.72,-93.88,-63.06,-8808.16,51.66,-2.67
600722,-159.15,-9.6,-80.03,90.55,-36.5,-0.15
600723,280.97,91.59,78.86,543.31,35.11,3.8200000000000003
600724,-1740.66,-5.16,42.07,-2128.35,170.04,0.12
600725,-9220.16,-166.67,-34.84,-12996.34,15.31,-2.89
600726,-8677.21,-67.02,-27.89,-12161.11,51.22,-1.15
600727,515.07,16.27,-27.45,595.98,21.93,0.45
600728,121.31,54.91,63.07,-10.99,130.05,1.1
600729,69.59,156.01,164.56,-6.43,56.41,12.46
600730,1321.32,72.39,72.02,1095.29,385.95,2.32
600731,356.08,18.04,13.72,297.2,58.88,0.35000000000000003
600732,-772.52,-8.76,-5.87,-850.48,609.8,0.01
600733,-934.65,-11.82,-14.78,-896.18,464.77,-0.08
600734,196.39,296.43,1224.09,-340.04,1331.33,1.72
600735,540.59,58.97,52.45,378.55,-97.44,1.23
600736,173.64,66.4,64.58,65.62,113.99,2.3
600737,-1540.95,-0.49,3.22,-2175.03,109.91,0.24
600738,1058.06,144.65,89.62,695.08,56.51,3.8200000000000003
600739,164.54,104.42,116.57,18.78,144.21,8.15
600740,-4280.13,-64.19,-80.6,-5151.8,97.93,-1.92
600741,145.61,142.38,129.22,1752.22,362.46,11.98
600742,146.38,146.68,151.47,2.36,156.51,16.73
600743,78.47,166.59,183.85,-81.41,208.6,3.35
600744,-2975.8,-28.83,-37.03,-3664.22,88.64,-0.56
600745,-358.57,97.48,127.05,115.49,1875.76,1.9500000000000002
600746,163.56,29.3,7.6,17.14,6.35,0.43
600747,-2521.59,-33.0,-65.44,-2466.43,269.85,-0.31
600748,199.7,101.86,107.06,21.72,92.55,4.03
600749,-310.09,-23.86,-21.76,-592.25,148.62,-0.77
600750,132.16,136.33,137.07,34.37,41.8,8.31
600751,418.21,-87.81,-176.09,147.03,6116.21,0.41000000000000003
600753,10284.62,40.94,-2.11,8427.21,4616.99,0.43
600754,116.57,73.67,72.25,41.54,253.81,6.17
600755,301.91,111.79,106.25,119.49,277.93,5.14
600756,1896.36,50.2,50.42,1728.22,112.25,1.9
600757,128.37,55.79,56.55,47.31,216.22,2.1
600758,-381.45,38.03,39.2,-163.72,62.86,0.59
600759,-460.51,46.7,59.74,-574.34,620.84,0.79
600760,-854.73,-52.02,-69.48,-680.44,105.26,-0.8
600761,210.27,108.08,108.18,114.48,109.05,6.63
600763,401.94,189.38,174.26,152.11,242.18,4.48
600764,-1915.49,9.81,-0.6000000000000001,-1306.37,-135.64,0.59
600765,-47.73,52.31,61.69,-164.24,98.53,2.06
600766,588.88,98.93,-26.75,450.75,508.08,0.17
600767,-1505.15,-26.45,-41.04,-1591.3,789.43,-0.25
600768,-1402.78,18.9,-84.59,-2581.47,36.42,0.19
600769,-5297.54,-64.32,-262.89,-7016.59,160.37,-1.07
600770,-1992.12,0.5700000000000001,2.89,-3067.56,126.53,0.26
600771,6234.52,85.08,-99.08,2596.88,196.49,1.27
600773,135.53,75.04,84.19,-26.6,474.31,1.44
600774,238.08,24.53,22.88,212.31,57.62,0.76
600775,981.21,40.66,39.94,890.3,76.3,1.21
600776,51.68,51.5,51.71,26.24,-77.12,1.09
600777,-1763.96,-9.97,-12.75,-1494.04,703.36,-0.18
600778,-2629.77,1.1400000000000001,57.72,-3342.9,186.77,0.5
600779,25.77,86.26,87.18,-104.45,193.35,2.65
600780,281.51,60.38,59.44,676.88,25.65,2.0
600781,50.91,77.58,83.47,169.75,72.65,1.83
600782,810.41,38.89,18.44,599.32,96.81,1.44
600783,-106.62,86.3,86.61,80.12,-21.52,3.79
600784,-309.68,91.75,108.81,-399.77,-54.74,1.99
600785,103.56,135.21,144.62,-19.66,109.03,8.35
600787,269.64,78.88,69.39,174.75,72.09,3.5
600789,-1305.97,3.45,-0.21,-1463.83,39.1,0.14
600790,328.3,76.13,74.69,125.63,74.41,2.54
600791,605.78,78.58,78.45,503.06,426.74,2.04
600792,-2023.87,-20.87,-10.04,-2125.25,-46.37,-0.63
600793,1467.84,55.19,-103.51,-949.38,3356.2,0.56
600794,-925.33,122.29,149.86,-1134.93,424.4,2.62
600795,819.12,107.38,104.47,672.97,64.3,2.32
600796,332.64,49.81,27.3,291.24,33.23,0.88
600797,95.94,37.83,32.42,-177.55,-50.49,0.92
600798,421.18,10.98,22.42,302.63,33.02,0.28
600800,-1089.09,-270.13,-142.4,-2321.25,-24.5,-0.30000000000000004
600801,786.57,101.98,95.98,635.4,146.76,8.4
600802,-2403.78,-43.43,-20.66,-2841.41,60.97,-1.03
600803,-472.82,81.83,71.24,21.22,79.48,3.64
600804,193.74,86.51,86.34,60.85,212.97,2.86
600805,126.56,177.24,185.53,71.97,-12.64,7.53
600806,-2687.65,-43.11,19.96,-3099.95,-51.58,-0.36
600807,-391.47,54.75,72.19,-231.85,823.21,0.7000000000000001
600808,-6519.54,-5.49,-21.38,-8012.52,31.76,-0.17
600809,239.99,208.86,207.68,80.42,176.61,9.2
600810,-1042.58,2.07,-5.96,-610.66,158.93,0.11
600811,205.17,74.7,78.07,32.46,245.15,3.47
600812,-41.03,4.99,24.12,-203.47,85.26,0.12
600814,-59.75,95.34,102.22,-33.04,9.85,2.32
600815,-9980.63,-119.93,-135.58,-11868.53,28.13,-2.42
600816,828.63,344.14,335.52,181.17,533.74,7.4
600817,-764.05,-25.69,-22.05,-801.14,-51.11,-0.17
600818,1693.96,134.88,134.0,551.0,-19.4,1.94
600819,-1395.98,9.88,9.64,-1542.75,18.82,0.29
600820,151.14,95.43,95.3,10.25,63.85,5.92
600821,-1719.58,-6.13,-23.8,-1868.19,-68.85,-0.08
600822,-11469.59,-900.67,-897.35,-61213.52,-55.5,-3.5300000000000002
600827,75.25,76.49,75.96,51.6,15.73,5.49
600828,91.84,182.58,189.08,99.83,109.64,3.48
600829,502.86,140.18,142.87,846.56,-41.79,4.49
600830,74.19,60.48,60.73,113.1,30.47,2.2
600831,179.21,69.62,67.33,76.49,133.62,2.09
600832,126.51,51.15,44.47,88.07,91.86,1.23
600833,115.55,66.76,66.39,54.97,49.69,1.6600000000000001
600834,16.9,63.17,67.77,-24.09,-15.11,1.5899999999999999
600835,198.3,134.31,134.74,32.6,44.85,8.83
600836,326.86,22.07,21.15,293.34,63.19,0.32
600837,187.59,83.16,84.41,54.02,206.11,5.86
600838,871.27,73.36,66.17,722.36,-90.86,1.5899999999999999
600839,-2956.18,6.07,3.62,-3262.9,112.04,0.22
600841,267.32,47.26,45.33,195.98,30.84,1.8599999999999999
600843,572.66,89.24,73.76,380.51,42.11,1.98
600844,-3461.52,-48.39,-53.92,-3502.68,211.83,-0.62
600845,91.92,147.75,162.97,-81.27,86.84,6.69
600846,676.52,178.32,162.04,288.88,303.36,4.5600000000000005
600848,-413.08,12.73,11.45,-545.59,30.36,1.19
600850,200.78,123.35,111.54,280.11,104.1,4.64
600851,694.56,21.05,12.3,627.23,-32.58,0.67
600853,492.9,41.43,27.56,476.52,190.75,0.63
600854,-985.92,-9.74,-10.09,-2444.22,227.65,-0.39
600855,-148.79,24.86,19.96,330.65,108.91,0.61
600856,-686.33,42.63,3.44,5762.81,248.98,1.32
600857,-860.74,-57.08,59.41,-1512.14,16.7,-0.72
600858,93.99,57.02,67.36,36.35,108.51,3.16
600859,84.27,102.13,106.21,-20.08,73.21,11.13
600860,-2276.29,-93.17,-122.34,-2542.23,-66.66,-1.73
600861,3.36,37.21,38.3,-21.81,31.39,2.54
600862,-7308.09,82.0,102.75,-8217.3,329.3,1.51
600863,213.09,97.56,71.05,129.31,12.54,2.25
600864,-72.42,75.39,84.67,-77.74,72.05,3.66
600865,-1.3599999999999999,78.07,85.09,-72.32,-27.54,2.41
600866,-2134.98,-33.53,-13.79,-2623.99,-23.07,-0.7000000000000001
600867,598.77,124.32,107.62,466.41,168.64,2.87
600868,654.44,19.02,23.53,612.53,-62.17,0.22
600869,307.94,74.66,19.52,1155.97,110.67,2.2
600870,-3824.11,-688.92,-551.22,-37455.36,-167.11,-1.11
600871,-64255.58,-83.59,-8.38,-97483.3,-54.86,-0.77
600872,220.25,86.57,76.71,136.43,148.64,2.49
600873,135.45,85.12,76.8,306.79,113.6,2.42
600874,86.15,72.92,70.03,36.28,64.53,2.06
600875,515.45,94.68,97.41,-283.2,13.33,7.2
600876,-4121.06,-152.27,-150.38,-5126.77,-83.37,-0.65
600877,-5176.73,-292.21,-147.85,-7642.49,-106.79,-1.29
600879,48.67,49.8,54.26,-51.87,112.34,2.26
600880,-79.07,105.16,123.94,-204.16,19.7,3.26
600881,623.5,43.19,43.61,467.26,171.58,1.7000000000000002
600882,-2640.55,-14.63,3.75,-2867.34,23.99,-0.08
600883,550.48,58.65,54.55,4297.07,81.02,1.49
600884,371.85,60.24,56.63,201.47,127.52,5.4
600885,99.35,96.3,106.45,-38.3,75.12,4.77
600886,376.85,117.51,109.61,340.79,99.41,4.16
600887,449.02,249.17,176.58,183.3,139.96,10.72
600888,-290.06,30.9,33.46,-422.13,230.16,1.9100000000000001
600889,10919.01,51.43,74.68,9111.79,155.11,1.6099999999999999
600890,136.93,9.85,-1.87,114.04,1086.2,0.05
600891,2763.29,97.71,95.23,2042.66,161.24,2.1
600892,15535.78,29.98,72.34,-7.62,1558.49,1.63
600893,134.77,62.73,66.67,-38.13,57.1,3.5
600894,-79.35,101.95,45.44,-284.73,-6.71,6.02
600895,21.72,67.25,76.42,-65.49,12.02,2.91
600896,-6031.78,-83.47,-39.55,-6392.66,-110.24,-2.18
600897,86.99,151.25,155.97,-24.02,95.23,11.2
600898,248.58,84.88,62.36,158.83,130.99,0.9
600900,159.18,122.79,115.91,65.0,137.61,5.99
600908,11.45,11.04,11.52,-4.17,13.16,0.54
600909,7.93,5.39,8.49,-36.51,10.65,0.18
600917,1.18,31.48,34.09,-22.4,0.28,0.71
600919,11.92,13.72,14.47,-5.18,7.58,1.03
600926,13.17,11.34,11.83,-4.14,2.83,1.24
600936,-32.99,5.68,11.53,-50.74,-3.09,0.12
600939,9.34,6.79,6.92,-1.88,4.12,0.2
600958,-14.84,14.87,31.36,-37.19,-2.2800000000000002,0.98
600959,2.5300000000000002,12.93,15.64,-34.16,65.62,0.43
600960,476.84,64.12,63.32,379.82,40.82,2.98
600961,-4453.45,-170.04,-199.65,-6173.43,62.69,-3.02
600962,-405.87,-15.31,-6.98,-475.01,-8.09,-0.53
600963,468.0,7.72,7.2,-2179.48,99.03,0.41000000000000003
600965,-633.14,49.79,44.85,-554.75,18.51,1.0
600966,-2001.36,37.88,29.72,-2157.95,114.24,1.52
600967,146.52,73.16,71.82,383.98,27.47,3.61
600969,131.56,72.31,34.83,-40.62,74.16,3.92
600970,1167.42,379.06,410.06,572.92,83.2,15.6
600973,2374.86,61.81,60.03,2144.01,176.7,3.0
600975,487.4,44.63,42.69,282.04,99.94,1.04
600976,284.22,81.27,74.83,247.51,86.48,4.8
600977,5.21,9.55,13.87,-31.15,14.63,0.52
600978,168.14,79.1,76.59,49.17,166.6,3.15
600979,129.07,60.35,62.08,-98.99,137.89,1.33
600980,-1608.24,-14.66,-20.68,-1758.53,-1.18,-0.04
600981,-87.42,62.95,59.74,448.03,48.34,1.6600000000000001
600982,270.67,92.91,93.82,91.49,87.5,3.35
600983,-7.86,154.13,175.54,-215.55,221.06,4.23
600984,-121.13,-34.09,-54.08,-361.16,241.76,-0.76
600985,293.73,90.83,91.2,43.92,130.06,3.86
600986,1027.25,56.73,49.98,585.79,460.99,1.8399999999999999
600987,166.69,160.85,154.8,51.88,58.02,6.09
600988,21.59,119.55,200.2,-166.87,189.82,2.33
600990,226.07,92.8,88.89,74.11,246.62,6.24
600991,372.09,7.85,7.58,352.62,30.66,0.35000000000000003
600992,-25.29,20.74,23.31,-71.48,40.79,1.08
600993,196.67,129.41,124.73,77.06,86.85,5.78
600995,33.33,94.01,104.18,-42.89,73.81,2.41
600996,-0.25,10.96,23.82,-53.99,12.42,0.42
600997,-448.06,65.33,84.0,-553.27,98.36,3.03
600998,162.46,64.18,70.07,-22.96,137.19,3.09
600999,178.65,90.81,117.2,-19.43,145.99,6.45
601000,165.79,92.86,95.92,-16.25,103.19,2.96
601001,-3320.29,24.88,50.81,-2948.78,20.76,1.88
601002,16214.12,35.87,35.69,14864.14,74.78,0.92
601003,2279.35,59.42,15.04,1850.33,59.83,1.35
601005,-27489.65,-184.14,-87.37,-36732.84,-29.82,-3.32
601006,108.29,146.41,150.07,21.81,61.16,6.79
601007,134.32,60.69,60.7,88.61,89.13,2.44
601008,-114.88,33.63,39.73,-173.03,24.25,1.12
601009,216.27,151.0,147.77,26.74,241.85,12.2
601010,-21.1,54.1,65.63,-73.18,5.73,2.41
601011,459.25,13.2,19.02,374.65,25.67,0.65
601012,948.58,75.62,43.35,652.73,292.26,3.66
601015,-54.44,4.62,6.55,-57.25,55.91,0.03
601016,116.03,15.41,15.57,52.13,51.23,0.30000000000000004
601018,20.08,62.82,68.36,-49.38,124.31,1.4100000000000001
601020,62.67,18.26,15.35,18.96,35.38,0.58
601021,54.49,52.75,65.06,-42.56,44.75,4.45
601028,-479.48,0.36,9.8,-611.98,-60.76,0.65
601038,-86.8,17.46,25.51,-107.15,-42.04,0.81
601058,178.14,51.16,51.27,62.41,88.6,2.3
601069,2.7199999999999998,12.89,18.73,-33.48,29.15,0.33
601088,120.67,137.92,142.22,41.5,98.45,16.4
601098,108.42,92.51,98.28,-25.31,84.71,5.19
601099,654.09,85.47,46.58,150.96,484.83,1.2
601100,329.44,32.07,52.87,238.07,128.25,1.76
601101,7308.39,55.55,66.65,6694.47,53.42,3.2
601106,-7373.42,-49.91,-16.36,-8152.61,131.21,-0.9500000000000001
601107,17.06,82.33,88.03,-53.63,162.03,2.8
601111,290.99,134.96,89.67,160.27,99.0,4.71
601113,3.9,15.69,23.2,-50.0,58.17,0.47000000000000003
601116,9.21,59.61,76.82,-84.09,-23.4,2.12
601117,83.52,103.82,122.15,-112.55,76.9,4.03
601118,-15323.52,-0.9,55.98,-16300.92,227.46,0.03
601126,62.31,64.85,81.66,-84.18,98.92,4.1
601127,41.14,17.65,15.93,10.8,35.46,0.81
601128,21.51,12.52,11.91,5.12,11.65,0.5700000000000001
601137,134.76,41.78,74.57,-15.82,105.31,3.04
601139,135.04,102.21,109.62,-36.25,131.09,2.64
601155,164.1,56.62,44.97,51.92,63.56,4.07
601158,87.73,90.89,89.13,48.83,32.55,2.39
601163,-41.4,6.1,19.57,-68.83,18.05,0.6000000000000001
601166,183.0,195.62,206.33,-49.15,181.37,24.29
601168,969.96,31.69,35.09,957.88,87.69,1.48
601169,136.89,151.3,155.53,-24.07,158.7,11.3
601177,-656.34,9.87,24.14,-734.67,-20.93,0.4
601179,212.08,23.63,46.85,125.37,3.74,0.8300000000000001
601186,201.07,109.37,107.28,50.02,128.89,7.13
601188,21.94,34.15,33.3,13.07,269.43,0.93
601198,-37.06,16.13,26.18,-69.99,-31.86,1.0
601199,90.87,61.56,61.39,15.89,83.26,3.16
601208,99.6,26.07,36.8,66.41,39.69,0.93
601211,-36.91,19.69,34.29,-69.95,-39.08,2.32
601212,-4.85,2.13,2.22,-4.05,1.22,0.04
601216,177.53,68.63,67.67,25.78,86.17,1.77
601218,299.9,14.23,14.88,277.65,-0.31,0.35000000000000003
601222,158.02,69.95,79.06,-58.3,79.88,5.02
601225,-15.32,27.51,12.44,-141.95,29.84,1.12
601226,-22.55,5.74,23.68,-55.15,-19.8,0.18
601229,7.13,12.63,14.35,-11.99,-3.7199999999999998,1.96
601231,122.15,92.18,98.12,-9.13,69.37,3.19
601233,996.71,30.9,17.0,729.23,45.92,2.69
601238,307.39,65.86,48.05,234.55,207.45,4.2
601258,-50.19,1.45,8.83,-71.22,26.53,-0.04
601268,-6448.2,-494.85,-171.84,-9122.04,-76.74,-9.06
601288,77.43,128.16,136.08,-41.06,67.45,3.5700000000000003
601299,168.1,55.71,61.78,-6.85,108.48,1.81
601311,56.22,84.64,91.75,-48.5,99.76,3.88
601313,-25.2,70.55,93.08,-123.04,32.47,2.83
601318,1095.01,155.45,135.44,2522.56,238.71,29.18
601328,99.61,145.7,155.16,-56.77,102.06,7.47
601333,21.82,44.04,45.94,-3.22,47.1,1.57
601339,110.01,36.1,34.78,65.1,24.14,2.26
601360,-25.2,70.55,93.08,-123.04,32.47,2.83
601368,42.78,22.76,22.4,3.8200000000000003,9.82,0.86
601369,-69.14,74.71,87.29,-111.47,-0.9,2.54
601377,266.66,68.75,74.68,97.86,185.16,2.48
601388,1180.28,16.79,7.05,1072.79,20.21,0.25
601390,613.03,97.02,87.75,485.2,123.9,3.9699999999999998
601398,103.89,177.96,183.0,-26.68,92.55,6.01
601500,-13.4,5.76,9.15,-37.05,12.03,0.2
601515,24.02,143.43,181.13,-93.97,64.2,4.78
601518,126.44,75.38,73.46,59.67,70.29,1.38
601519,-543.14,-83.8,-95.73,-461.12,67.82,-0.9400000000000001
601555,292.68,48.45,50.13,73.98,191.38,2.58
601558,-6146.38,-203.75,-130.82,-8197.66,-298.25,-1.92
601566,11.46,65.31,74.6,-49.59,16.77,5.0
601567,157.76,88.3,92.19,-15.74,72.04,4.02
601579,56.46,21.02,24.62,-42.29,44.02,0.98
601588,212.9,45.33,41.26,172.45,169.14,1.42
601595,8.82,12.87,19.62,-34.4,7.34,0.6900000000000001
601599,504.47,34.02,43.13,323.74,97.13,1.09
601600,-57489.92,-61.38,-64.91,-49649.8,112.96,-1.88
601601,312.68,95.56,87.07,502.12,151.6,10.66
601607,172.8,102.48,96.63,206.27,169.52,8.31
601608,-2697.93,-6.87,8.1,-2652.39,-33.37,-0.01
601611,6.83,9.51,10.72,-11.29,9.49,0.32
601616,-1532.16,10.48,41.1,-1659.35,-46.65,0.27
601618,-42.08,49.1,73.66,-193.24,43.11,1.26
601619,63.26,10.61,7.33,44.75,28.54,0.14
601628,174.37,99.95,96.1,203.99,77.99,8.42
601633,87.19,147.32,164.67,-64.23,138.28,9.8
601636,427.19,62.11,58.85,303.17,115.88,1.98
601666,-1143.03,75.3,96.48,-1292.76,15.62,3.63
601668,194.1,128.84,127.91,14.52,154.25,5.58
601669,42.05,75.44,87.82,-62.49,77.01,2.73
601677,201.02,33.77,41.95,124.94,56.69,2.49
601678,185.36,74.52,71.99,91.43,69.36,3.85
601688,226.64,63.76,65.18,77.88,161.03,5.63
601689,70.57,33.09,33.95,-0.5700000000000001,60.21,2.01
601699,832.78,127.3,153.77,721.93,62.81,9.95
601700,10.14,44.94,72.93,-70.75,63.95,2.6
601717,272.57,60.44,87.08,133.18,63.08,3.73
601718,57.93,56.74,61.17,-42.4,39.07,1.73
601727,-5.43,74.9,83.39,-84.31,13.22,1.8
601777,29.02,38.89,55.48,-67.65,69.22,2.09
601788,947.53,67.89,80.37,723.6,148.51,5.58
601789,81.19,56.28,62.8,-46.73,60.88,2.01
601798,-457.61,4.32,20.28,-511.82,12.11,0.24
601799,137.26,86.78,113.68,-56.36,178.67,7.87
601800,61.41,77.9,82.26,-26.08,51.69,5.49
601801,155.22,105.5,108.15,-3.06,132.3,4.75
601808,-1049.83,72.69,89.36,-1299.54,63.86,4.43
601811,42.69,11.29,8.22,37.35,15.57,0.75
601818,102.14,123.87,132.11,-45.52,106.21,4.21
601857,47.04,75.6,88.5,12.48,83.02,4.33
601858,32.59,12.37,13.83,-10.56,11.85,0.48
601866,-5061.67,-22.47,-32.34,-5959.93,-31.03,-0.62
601872,570.72,27.81,5.01,462.72,137.01,0.72
601877,180.96,185.33,214.29,-55.94,118.11,10.05
601880,-41.02,28.46,33.98,-93.83,126.61,0.75
601886,54.65,41.1,47.55,-47.81,118.31,2.32
601888,249.7,127.75,127.3,32.97,178.31,10.0
601890,441.22,15.82,35.83,369.65,-44.75,0.67
601898,-313.22,50.27,59.48,-386.2,56.23,2.91
601899,87.21,129.41,143.31,-20.35,194.01,1.6099999999999999
601900,56.81,27.48,30.54,-13.16,13.65,1.25
601901,323.02,43.67,42.1,124.35,196.5,1.51
601908,155.15,21.59,42.97,66.16,111.18,0.75
601918,-13379.57,2.17,25.54,-15332.99,58.06,0.9400000000000001
601919,-2175.42,-84.93,-76.38,-3913.66,-1.5899999999999999,-2.66
601928,50.16,62.94,70.71,-43.1,60.33,2.56
601929,2.18,49.49,66.25,-108.41,32.43,1.2
601933,244.69,75.38,92.56,-35.43,177.72,2.47
601939,104.77,176.45,182.33,-31.22,91.09,7.03
601958,-51.47,24.09,52.11,-52.0,70.0,1.0
601965,34.62,51.24,56.32,-38.18,95.13,2.37
601966,3.7199999999999998,12.57,16.34,-23.07,32.33,0.87
601968,-121.6,0.8200000000000001,5.61,-123.08,34.87,0.02
601969,-2885.75,-5.71,6.4,-3075.88,149.47,-0.12
601975,-4658.23,-43.52,-1.35,-4090.65,81.82,-0.6000000000000001
601985,18.91,22.19,24.2,-16.49,26.46,0.58
601988,109.8,146.39,148.41,-10.61,80.16,4.48
601989,-138.16,37.3,59.17,-160.36,-39.15,1.07
601991,250.03,45.26,44.0,137.31,66.21,1.31
601992,16.57,71.79,81.31,-76.17,115.31,3.71
601996,70.21,30.06,32.17,18.23,43.5,0.96
601997,23.98,19.76,21.67,-8.81,22.82,1.97
